AccommodationID,DestinationID,HotelName,Type,PricePerNight,Rating,Capacity,Amenities
274,76,Hotel Royal 274,Villa,19294,4.0,189,"WiFi,Pool,Spa,Hot Water"
275,76,Hotel Heritage 275,Resort,8139,4.1,48,"Gym,Restaurant,WiFi"
276,76,Hotel Heritage 276,Villa,5236,4.0,160,"Hot Water,Parking,Spa"
277,76,Hotel Grand 277,Resort,19823,4.4,104,"Parking,WiFi,Pool,AC"
278,77,Hotel Heritage 278,Villa,7004,4.3,158,"Parking,WiFi,Gym,AC,Restaurant"
279,77,Hotel Paradise 279,Resort,21218,3.4,104,"Gym,AC,Parking,Pool,Hot Water,WiFi"
280,77,Hotel Royal 280,Villa,3708,3.9,168,"Restaurant,Gym,Parking,Hot Water,AC,WiFi"
281,78,Hotel Grand 281,Guesthouse,15893,3.3,166,"Restaurant,Parking,Gym,Hot Water,WiFi"
282,78,Hotel Grand 282,Guesthouse,9269,4.0,170,"Restaurant,WiFi,Parking,Spa"
283,78,Hotel Valley 283,Hostel,23083,4.7,23,"Pool,Spa,Gym,Parking,AC"
284,79,Hotel Paradise 284,Hotel,5935,3.5,82,"Parking,Hot Water,Spa"
285,79,Hotel Grand 285,Villa,7845,4.4,73,"Pool,WiFi,Parking,AC"
286,79,Hotel Royal 286,Hotel,14306,3.4,45,"Restaurant,AC,WiFi,Hot Water"
287,79,Hotel Paradise 287,Villa,22620,4.5,152,"Parking,Spa,Pool"
288,80,Hotel Paradise 288,Resort,23421,3.6,23,"Spa,Gym,Parking,Restaurant,Pool,Hot Water"
289,80,Hotel Heritage 289,Villa,13948,4.4,64,"WiFi,Parking,Spa,Pool"
290,80,Hotel Grand 290,Resort,9823,4.0,85,"Spa,AC,WiFi"
291,80,Hotel Royal 291,Villa,19972,4.7,164,"WiFi,AC,Gym,Restaurant"
292,80,Hotel Paradise 292,Hotel,17061,3.4,42,"Parking,Pool,WiFi"
293,81,Hotel Grand 293,Guesthouse,18237,4.6,171,"WiFi,Restaurant,AC,Spa"
294,81,Hotel Grand 294,Guesthouse,8046,3.6,101,"WiFi,Parking,AC,Restaurant,Spa"
295,81,Hotel Paradise 295,Hotel,20268,3.1,115,"Hot Water,Gym,Spa,Pool,WiFi,Restaurant"
296,81,Hotel Paradise 296,Villa,10859,3.2,84,"Restaurant,Pool,Spa,Hot Water"
297,81,Hotel Royal 297,Villa,4224,3.8,75,"Gym,AC,Spa,Pool,Parking"
298,82,Hotel Royal 298,Hotel,8318,3.3,168,"Restaurant,Hot Water,Pool,AC,Gym"
299,82,Hotel Paradise 299,Hotel,14820,4.0,159,"AC,Parking,Gym,Restaurant,Pool"
300,82,Hotel Grand 300,Hostel,7355,3.0,32,"Hot Water,Restaurant,AC"
301,82,Hotel Royal 301,Hotel,12860,4.5,181,"AC,Restaurant,WiFi,Gym"
302,82,Hotel Heritage 302,Villa,18923,4.4,84,"WiFi,Gym,Spa"
303,83,Hotel Grand 303,Villa,4100,4.4,32,"Gym,Parking,Hot Water"
304,83,Hotel Royal 304,Hotel,10578,3.8,36,"Spa,Restaurant,AC"
305,83,Hotel Grand 305,Hotel,22307,3.9,35,"AC,Hot Water,Parking,WiFi,Restaurant,Spa"
306,83,Hotel Grand 306,Hostel,20606,4.6,181,"Spa,Hot Water,Gym,Restaurant,AC"
307,83,Hotel Heritage 307,Hotel,22093,4.1,62,"Pool,Parking,Restaurant"
308,84,Hotel Paradise 308,Hotel,15767,3.4,78,"Gym,Parking,Hot Water,WiFi,Restaurant,Pool"
309,84,Hotel Heritage 309,Villa,3102,3.1,191,"Pool,AC,Parking,Gym,WiFi,Spa"
310,85,Hotel Heritage 310,Hotel,11744,3.5,125,"Gym,AC,Restaurant,Hot Water,Pool,Spa"
311,85,Hotel Valley 311,Villa,24983,4.3,114,"Gym,Pool,Spa"
312,85,Hotel Heritage 312,Hotel,20990,3.1,193,"Spa,Pool,Parking,AC,Gym,WiFi"
313,86,Hotel Paradise 313,Resort,20330,4.5,80,"AC,Restaurant,Hot Water,Gym"
314,86,Hotel Valley 314,Hostel,7085,4.7,27,"WiFi,Restaurant,Pool,AC"
315,86,Hotel Grand 315,Hostel,23342,3.5,89,"Parking,Gym,AC,Hot Water,WiFi,Pool"
316,87,Hotel Heritage 316,Hostel,10548,3.9,38,"Spa,WiFi,Gym,Parking,AC,Hot Water"
317,87,Hotel Heritage 317,Hostel,5642,3.7,36,"WiFi,Restaurant,Pool,Spa,Parking"
318,88,Hotel Heritage 318,Hotel,23542,4.6,103,"WiFi,Restaurant,Pool,Gym,Hot Water"
319,88,Hotel Heritage 319,Villa,10155,4.9,189,"Restaurant,Hot Water,AC,WiFi,Pool,Spa"
320,88,Hotel Royal 320,Villa,17514,3.1,127,"Hot Water,WiFi,Gym,AC,Pool"
321,88,Hotel Grand 321,Hostel,4176,3.1,112,"Gym,Hot Water,Restaurant"
322,89,Hotel Paradise 322,Hostel,22313,3.7,37,"Gym,WiFi,Hot Water"
323,89,Hotel Paradise 323,Resort,17417,4.8,167,"WiFi,Gym,Parking"
324,89,Hotel Grand 324,Hotel,23904,3.3,188,"Hot Water,Spa,Pool,WiFi,Gym,Restaurant"
325,89,Hotel Grand 325,Hostel,12642,3.3,66,"Hot Water,Parking,AC"
326,90,Hotel Grand 326,Guesthouse,5180,4.2,60,"WiFi,Gym,Hot Water,Restaurant,Pool"
327,90,Hotel Heritage 327,Resort,18654,4.8,148,"Spa,Hot Water,WiFi,Parking,Pool,Gym"
328,90,Hotel Grand 328,Guesthouse,18673,4.8,135,"Hot Water,Gym,WiFi,Parking,Pool"
329,90,Hotel Valley 329,Hotel,16901,3.7,76,"Pool,Restaurant,WiFi,Parking,AC"
330,91,Hotel Royal 330,Guesthouse,14251,3.6,183,"Pool,Parking,Restaurant,WiFi,Spa,Gym"
331,91,Hotel Valley 331,Hotel,18589,3.3,142,"Hot Water,Restaurant,Pool,Gym,Parking"
332,91,Hotel Paradise 332,Hostel,14278,4.1,51,"Restaurant,AC,WiFi,Parking,Spa"
333,92,Hotel Paradise 333,Hotel,24063,3.6,172,"Spa,Pool,Parking,Restaurant"
334,92,Hotel Royal 334,Guesthouse,3104,4.9,107,"Parking,Pool,Restaurant,AC,WiFi"
335,92,Hotel Valley 335,Hotel,5664,3.1,188,"Spa,Parking,Pool,Gym"
336,92,Hotel Paradise 336,Hotel,20287,4.1,84,"Parking,Restaurant,Hot Water"
337,93,Hotel Royal 337,Guesthouse,5490,3.0,77,"Spa,Restaurant,WiFi,Hot Water,Gym"
338,93,Hotel Royal 338,Hotel,19376,4.9,102,"AC,WiFi,Restaurant"
339,94,Hotel Royal 339,Guesthouse,22047,3.3,108,"AC,WiFi,Parking"
340,94,Hotel Paradise 340,Villa,12758,3.6,138,"Restaurant,WiFi,Spa,Gym,Parking,Hot Water"
341,95,Hotel Heritage 341,Villa,18523,4.2,116,"Pool,Spa,WiFi,Parking"
342,95,Hotel Grand 342,Hotel,18402,4.4,142,"AC,Hot Water,Restaurant"
343,95,Hotel Royal 343,Villa,6855,5.0,43,"Restaurant,Hot Water,Parking,Spa"
344,95,Hotel Valley 344,Resort,24544,3.2,77,"Spa,Restaurant,Hot Water,Pool"
345,96,Hotel Royal 345,Hotel,9162,4.2,117,"Pool,Restaurant,AC,Hot Water,Parking,Spa"
346,96,Hotel Royal 346,Hostel,3518,4.9,60,"WiFi,Hot Water,Gym"
347,97,Hotel Valley 347,Resort,17253,4.9,46,"WiFi,Gym,Parking,Spa,AC,Hot Water"
348,97,Hotel Grand 348,Villa,9619,4.9,173,"Spa,Parking,Pool,Restaurant"
349,97,Hotel Heritage 349,Resort,20845,4.4,47,"Hot Water,AC,WiFi"
350,98,Hotel Grand 350,Guesthouse,13336,4.7,125,"Parking,Hot Water,Restaurant"
351,98,Hotel Grand 351,Hostel,20163,4.5,146,"Restaurant,Spa,Pool,Parking,WiFi,AC"
352,99,Hotel Grand 352,Hostel,2859,4.2,140,"Parking,Gym,WiFi,Restaurant,Spa,Pool"
353,99,Hotel Valley 353,Guesthouse,23550,3.1,129,"AC,WiFi,Restaurant"
354,100,Hotel Grand 354,Hotel,22810,4.2,113,"WiFi,Pool,Gym,AC,Spa"
355,100,Hotel Valley 355,Hostel,3993,4.0,139,"Gym,WiFi,Spa,Pool,Restaurant,Hot Water"
